"Page path level 3";"Page Title";"Pageviews";"Unique Pageviews";"Avg. Time on Page";"Bounce Rate";"% Exit"
"/tags/";"Robotics | Tutorials - learn.sparkfun.com";"1,234";"1,111";"00:00:25";"33.24%";"20.02%"
"/weather-shield-hookup-guide/";"Discuss Tutorial: Weather Shield Hookup Guide - learn.sparkfun.com";"1,234";864;"00:02:43";"100.00%";"29.98%"
"/www.falstad.com/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";"1,234";987;"00:00:32";"49.80%";"40.03%"
"/(https:/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";"1,111";740;"00:00:13";"0.00%";"22.23%"
"/ad8232-heart-rate-monitor-hookup-guide/";"AD8232 Heart Rate Monitor Hookup Guide - learn.sparkfun.com";"1,111";617;"00:00:52";"49.80%";"33.30%"
"/how-to-use-a-multimeter/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";"1,111";987;"00:00:12";"85.65%";"77.77%"
"/internet-datalogging-with-arduino-and-xbee-wifi/";"Discuss Tutorial: Internet Datalogging With Arduino and XBee WiFi - learn.sparkfun.com";"1,111";987;"00:09:59";"24.90%";"44.46%"
"/ms5803-14ba-pressure-sensor-hookup-guide/";"MS5803-14BA Pressure Sensor Hookup Guide - learn.sparkfun.com";"1,111";740;"00:01:45";"0.00%";"11.07%"
"/nrf24l01-transceiver-hookup-guide/";"nRF24L01+ Transceiver Hookup Guide - learn.sparkfun.com";"1,111";987;"00:10:18";"66.76%";"66.61%"
"/rgb-panel-hookup-guide/";"RGB Panel Hookup Guide - learn.sparkfun.com";"1,111";"1,111";"00:00:01";"85.65%";"88.84%"
"/tags/";"Communication | Tutorials - learn.sparkfun.com";"1,111";617;"00:00:15";"0.00%";"11.07%"
"/tags/";"Displays | Tutorials - learn.sparkfun.com";"1,111";"1,111";"00:00:39";"0.00%";"0.00%"
"/tmp006-hookup-guide/";"TMP006 Hookup Guide - learn.sparkfun.com";"1,111";617;"00:03:01";"0.00%";"11.07%"
"/tutorials/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";"1,111";740;"00:00:13";"0.00%";"11.07%"
"/arduino-wireless-communication-via-the-electric-imp/";"Arduino Wireless Communication via the Electric Imp - learn.sparkfun.com";987;864;"00:02:46";"66.76%";"62.51%"
"/easy-driver-hook-up-guide/";"Easy Driver Hook-up Guide - learn.sparkfun.com";987;987;"00:05:37";"74.90%";"37.49%"
"/getting-started-with-the-teensy/";"Getting Started with the Teensy - learn.sparkfun.com";987;864;"00:01:23";"0.00%";"37.49%"
"/ml8511-uv-sensor-hookup-guide/";"ML8511 UV Sensor Hookup Guide - learn.sparkfun.com";987;987;"00:00:47";"100.00%";"37.49%"
"/sht15-humidity-and-temperature-sensor-hookup-guide/";"SHT15 Humidity and Temperature Sensor Hookup Guide - learn.sparkfun.com";987;740;"00:00:58";"66.76%";"37.49%"
"/tags/";"mBed | Tutorials - learn.sparkfun.com";987;864;"00:00:45";"59.97%";"37.49%"
"/tags/";"Paper Circuits | Tutorials - learn.sparkfun.com";987;864;"00:00:15";"100.00%";"12.46%"
"/tags/";"Photon | Tutorials - learn.sparkfun.com";987;740;"00:01:27";"0.00%";"12.46%"
"/using-eagle-schematic/";"Discuss Tutorial: Using EAGLE: Schematic - learn.sparkfun.com";987;987;"00:00:00";"100.00%";"100.00%"
"/atmega128rfa1-dev-board-hookup-guide/";"ATmega128RFA1 Dev Board Hookup Guide - learn.sparkfun.com";864;740;"00:01:09";"66.76%";"71.41%"
"/hackers-in-residence---hacking-mindwave-mobile/";"Hackers in Residence - Hacking MindWave Mobile - learn.sparkfun.com";864;617;"00:01:36";"0.00%";"14.24%"
"/installing-an-arduino-library/";"Installing an Arduino Library - learn.sparkfun.com";864;864;"00:00:00";"100.00%";"100.00%"
"/interactive-hanging-led-array/";"Interactive Hanging LED Array - learn.sparkfun.com";864;617;"00:02:04";"59.97%";"71.41%"
"/internet-datalogging-with-arduino-and-xbee-wifi/";"Internet Datalogging With Arduino and XBee WiFi - learn.sparkfun.com";864;617;"00:04:35";"0.00%";"42.82%"
"/itg-3200-hookup-guide/";"ITG-3200 Hookup Guide - learn.sparkfun.com";864;494;"00:03:22";"0.00%";"14.24%"
"/led-butterfly-pop-up-card/";"LED Butterfly Pop Up Card - learn.sparkfun.com";864;247;"00:01:45";"0.00%";"14.24%"
"/tags/";"Bluetooth 4.0 | Tutorials - learn.sparkfun.com";864;740;"00:00:08";"100.00%";"42.82%"
"/tags/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";864;740;"00:00:19";"0.00%";"0.00%"
"/tags/";"Hookup | Tutorials - learn.sparkfun.com";864;494;"00:03:05";"0.00%";"0.00%"
"/tags/";"Motors | Tutorials - learn.sparkfun.com";864;740;"00:00:29";"0.00%";"0.00%"
"/tags/";"Wireless | Tutorials - learn.sparkfun.com";864;740;"00:00:13";"0.00%";"14.24%"
"/using-eagle-board-layout/";"Discuss Tutorial: Using EAGLE: Board Layout - learn.sparkfun.com";864;740;"00:02:14";"49.80%";"42.82%"
"/constant-innovation-in-quality-control/";"Constant Innovation in Quality Control - learn.sparkfun.com";740;740;"00:00:52";"50.00%";"50.00%"
"/diodes/";"BZZZZZZZZT - SparkFun Electronics";740;494;"00:00:25";"0.00%";"16.62%"
"/i2c/";"Discuss Tutorial: I2C - learn.sparkfun.com";740;494;"00:00:12";"0.00%";"0.00%"
"/logomatic-hookup-guide/";"Logomatic Hookup Guide - learn.sparkfun.com";740;370;"00:00:14";"100.00%";"16.62%"
"/makey-makey-quickstart-guide/";"MaKey MaKey Quickstart Guide - learn.sparkfun.com";740;494;"00:01:52";"0.00%";"33.38%"
"/metric-prefixes-and-si-units/";"Metric Prefixes and SI Units - learn.sparkfun.com";740;370;"00:05:44";"66.76%";"50.00%"
"/pi-wedge-b-hookup-guide/";"Pi Wedge B+ Hookup Guide - learn.sparkfun.com";740;740;"00:00:00";"100.00%";"100.00%"
"/tags/";"Articles | Tutorials - learn.sparkfun.com";740;740;"00:00:34";"0.00%";"16.62%"
"/tags/";"Galileo | Tutorials - learn.sparkfun.com";740;494;"00:00:08";"49.80%";"33.38%"
"/using-github/";"Using GitHub - learn.sparkfun.com";740;370;"00:01:24";"49.80%";"33.38%"
"/apds-9960-rgb-and-gesture-sensor-hookup-guide/";"APDS-9960 RGB and Gesture Sensor Hookup Guide - learn.sparkfun.com";617;494;"00:00:57";"74.90%";"80.06%"
"/at42qt1010-capacitive-touch-breakout-hookup-guide/";"AT42QT1010 Capacitive Touch Breakout Hookup Guide - learn.sparkfun.com";617;494;"00:00:10";"0.00%";"19.94%"
"/heating-pad-hand-warmer-blanket/";"Heating Pad Hand Warmer Blanket - learn.sparkfun.com";617;247;"00:04:00";"0.00%";"0.00%"
"/how-to-use-a-multimeter/";"Discuss Tutorial: How to Use a Multimeter - learn.sparkfun.com";617;247;"00:00:06";"0.00%";"19.94%"
"/mpu-9150-hookup-guide/";"MPU-9150 Hookup Guide - learn.sparkfun.com";617;617;"00:02:48";"0.00%";"0.00%"
"/photon-battery-shield-hookup-guide/";"Photon Battery Shield Hookup Guide - learn.sparkfun.com";617;494;"00:03:48";"24.90%";"40.03%"
"/pocket-avr-programmer-hookup-guide/";"Discuss Tutorial: Pocket AVR Programmer Hookup Guide - learn.sparkfun.com";617;617;"00:01:44";"0.00%";"80.06%"
"/resistors/";"Discuss Tutorial: Resistors - learn.sparkfun.com";617;494;"00:00:36";"0.00%";"19.94%"
"/sparkfun-blocks-for-intel-edison---gpio-block/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";617;617;"00:01:13";"0.00%";"19.94%"
"/tags/";"Audio | Tutorials - learn.sparkfun.com";617;370;"00:05:47";"0.00%";"0.00%"
"/tags/";"Bluetooth | Tutorials - learn.sparkfun.com";617;617;"00:00:56";"0.00%";"0.00%"
"/tags/";"ESP8266 | Tutorials - learn.sparkfun.com";617;494;"00:06:01";"49.80%";"19.94%"
"/alternating-current-ac-vs-direct-current-dc/";"Discuss Tutorial: Alternating Current (AC) vs. Direct Current (DC) - learn.sparkfun.com";494;247;"00:00:16";"0.00%";"0.00%"
"/bubble-display-hookup-guide/";"Bubble Display Hookup Guide - learn.sparkfun.com";494;370;"00:00:02";"66.76%";"74.90%"
"/decade-resistance-box-hookup-guide/";"Decade Resistance Box Hookup Guide - learn.sparkfun.com";494;494;"00:00:00";"100.00%";"100.00%"
"/designing-pcbs-smd-footprints/";"Designing PCBs: SMD Footprints - learn.sparkfun.com";494;494;"00:00:00";"100.00%";"100.00%"
"/dungeons-and-dragons-dice-gauntlet/";"Dungeons and Dragons Dice Gauntlet - learn.sparkfun.com";494;494;"00:00:08";"74.90%";"74.90%"
"/electric-power/";"Electric Power - learn.sparkfun.com";494;370;"00:16:05";"49.80%";"74.90%"
"/freesoc2-introduction/";"FreeSoC2 Introduction - learn.sparkfun.com";494;494;"00:00:00";"100.00%";"100.00%"
"/getting-started-with-pcduino/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";494;370;"00:00:21";"66.76%";"74.90%"
"/getting-started-with-the-brickpi/";"Getting Started with the BrickPi - learn.sparkfun.com";494;494;"00:05:28";"33.24%";"24.90%"
"/ina169-breakout-board-hookup-guide/";"INA169 Breakout Board Hookup Guide - learn.sparkfun.com";494;494;"00:00:00";"100.00%";"100.00%"
"/light-up-silk-flower-corsage/";"Light Up Silk Flower Corsage - learn.sparkfun.com";494;247;"00:00:35";"0.00%";"24.90%"
"/lipo-usb-charger-hookup-guide/";"LiPo USB Charger Hookup Guide - learn.sparkfun.com";494;494;"00:00:00";"100.00%";"100.00%"
"/making-custom-footprints-in-eagle/";"Making Custom Footprints in EAGLE - learn.sparkfun.com";494;494;"00:04:17";"100.00%";"74.90%"
"/microsd-shield-and-sd-breakout-hookup-guide/";"MicroSD Shield and SD Breakout Hookup Guide - learn.sparkfun.com";494;370;"00:07:48";"66.76%";"74.90%"
"/pi-wedge-hookup-guide/";"Pi Wedge Hookup Guide - learn.sparkfun.com";494;370;"00:00:35";"0.00%";"24.90%"
"/protosnap-lilypad-development-simple-hookup-guide/";"ProtoSnap LilyPad Development Simple Hookup Guide - learn.sparkfun.com";494;494;"00:04:03";"66.76%";"50.00%"
"/raspberry-pi-twitter-monitor/";"Raspberry Pi Twitter Monitor - learn.sparkfun.com";494;494;"00:00:00";"100.00%";"100.00%"
"/redbot-sensor---wheel-encoder/";"RedBot Sensor - Wheel Encoder - learn.sparkfun.com";494;370;"00:05:38";"66.76%";"74.90%"
"/serial-communication/";"Discuss Tutorial: Serial Communication - learn.sparkfun.com";494;494;"00:00:07";"0.00%";"24.90%"
"/sewing-with-conductive-thread/";"Sewing with Conductive Thread - learn.sparkfun.com";494;370;"00:00:29";"49.80%";"50.00%"
"/single-board-computer-benchmarks/";"Discuss Tutorial: Single Board Computer Benchmarks - learn.sparkfun.com";494;494;"00:00:18";"100.00%";"74.90%"
"/soil-moisture-sensor-hookup-guide/";"Discuss Tutorial: Soil Moisture Sensor Hookup Guide - learn.sparkfun.com";494;247;"00:01:18";"0.00%";"50.00%"
"/tags/";"Digital Sandbox | Tutorials - learn.sparkfun.com";494;247;"00:00:22";"0.00%";"0.00%"
"/tags/";"Electric Imp | Tutorials - learn.sparkfun.com";494;494;"00:02:54";"74.90%";"74.90%"
"/tags/";"GPS | Tutorials - learn.sparkfun.com";494;370;"00:01:16";"0.00%";"0.00%"
"/tags/";"LEDs | Tutorials - learn.sparkfun.com";494;370;"00:04:57";"100.00%";"50.00%"
"/tags/";"pcDuino | Tutorials - learn.sparkfun.com";494;494;"00:00:04";"49.80%";"50.00%"
"/tags/";"Physics | Tutorials - learn.sparkfun.com";494;494;"00:00:17";"100.00%";"24.90%"
"/tags/";"Scratch | Tutorials - learn.sparkfun.com";494;370;"00:00:25";"0.00%";"24.90%"
"/tags/";"Shields | Tutorials - learn.sparkfun.com";494;123;"00:00:20";"0.00%";"0.00%"
"/tags/";"Technology | Tutorials - learn.sparkfun.com";494;494;"00:00:33";"0.00%";"24.90%"
"/teardown-misfit-shine/";"Teardown: Misfit Shine Activity Tracker - learn.sparkfun.com";494;494;"00:02:37";"66.76%";"50.00%"
"/weather-shield-hookup-guide/";"Weather Shield Hookup Guide - learn.sparkfun.com";494;370;"00:02:37";"0.00%";"0.00%"
"/weather-station-wirelessly-connected-to-wunderground/";"Discuss Tutorial: Weather Station Wirelessly Connected to Wunderground - learn.sparkfun.com";494;494;"00:09:21";"0.00%";"50.00%"
"/xbee-shield-hookup-guide/";"Discuss Tutorial: XBee Shield Hookup Guide - learn.sparkfun.com";494;370;"00:00:59";"0.00%";"24.90%"
"/bc118-ble-mate-2-hookup-guide/";"BC118 BLE Mate 2 Hookup Guide - learn.sparkfun.com";370;247;"00:02:47";"0.00%";"66.76%"
"/bi-directional-logic-level-converter-hookup-guide/";"Bi-Directional Logic Level Converter Hookup Guide - learn.sparkfun.com";370;370;"00:00:00";"0.00%";"100.00%"
"/big-easy-driver-hookup-guide/";"Big Easy Driver Hookup Guide - learn.sparkfun.com";370;370;"00:01:31";"0.00%";"33.24%"
"/binary-blaster-assembly-guide/";"Binary Blaster Assembly Guide - learn.sparkfun.com";370;247;"00:03:22";"49.80%";"66.76%"
"/bus-pirate-v36a-hookup-guide/";"Bus Pirate v3.6a Hookup Guide - learn.sparkfun.com";370;247;"00:00:57";"0.00%";"33.24%"
"/cp2102-usb-to-serial-converter-hook-up-guide/";"CP2102 USB to Serial Converter Hook-Up Guide - learn.sparkfun.com";370;370;"00:00:00";"100.00%";"100.00%"
"/discrete-semiconductor-kit-identification-guide/";"Discrete Semiconductor Kit Identification Guide - learn.sparkfun.com";370;247;"00:28:54";"49.80%";"66.76%"
"/electric-power/";"Discuss Tutorial: Electric Power - learn.sparkfun.com";370;247;"00:00:49";"0.00%";"0.00%"
"/getting-started-with-the-redbot/";"Discuss Tutorial: Getting Started with the RedBot - learn.sparkfun.com";370;370;"00:00:00";"100.00%";"100.00%"
"/how-to-use-a-multimeter/";"BZZZZZZZZT - SparkFun Electronics";370;370;"00:14:36";"49.80%";"66.76%"
"/installing-an-arduino-bootloader/";"Discuss Tutorial: Installing an Arduino Bootloader - learn.sparkfun.com";370;370;"00:00:02";"49.80%";"66.76%"
"/ir-communication/";"Discuss Tutorial: IR Communication - learn.sparkfun.com";370;370;"00:00:16";"0.00%";"0.00%"
"/logicblocks--digital-logic-introduction/";"LogicBlocks & Digital Logic Introduction - learn.sparkfun.com";370;370;"00:00:00";"100.00%";"100.00%"
"/logomatic-hookup-guide/";"Discuss Tutorial: Logomatic Hookup Guide - learn.sparkfun.com";370;247;"00:00:17";"0.00%";"0.00%"
"/metawatch-teardown-and-arduino-hookup/";"MetaWatch Teardown and Arduino Hookup - learn.sparkfun.com";370;370;"00:15:21";"49.80%";"33.24%"
"/midi-shield-hookup-guide/";"MIDI Shield Hookup Guide - learn.sparkfun.com";370;370;"00:00:00";"100.00%";"100.00%"
"/mp3-player-shield-music-box/";"MP3 Player Shield Music Box - learn.sparkfun.com";370;370;"00:00:00";"100.00%";"100.00%"
"/mpl3115a2-pressure-sensor-hookup-guide/";"Discuss Tutorial: MPL3115A2 Pressure Sensor Hookup Guide - learn.sparkfun.com";370;247;"00:00:50";"0.00%";"0.00%"
"/mpl3115a2-pressure-sensor-hookup-guide/";"MPL3115A2 Pressure Sensor Hookup Guide - learn.sparkfun.com";370;370;"00:21:38";"100.00%";"66.76%"
"/mpu-9150-hookup-guide/";"Discuss Tutorial: MPU-9150 Hookup Guide - learn.sparkfun.com";370;123;"00:04:48";"0.00%";"0.00%"
"/nest-protect-teardown/";"Nest Protect Teardown - learn.sparkfun.com";370;370;"00:29:23";"66.76%";"66.76%"
"/nest-thermostat-teardown-/";"Nest Thermostat Teardown - learn.sparkfun.com";370;247;"00:00:14";"49.80%";"66.76%"
"/pcb-basics/";"Discuss Tutorial: PCB Basics - learn.sparkfun.com";370;247;"00:00:09";"0.00%";"0.00%"
"/photon-redboard-hookup-guide/";"Photon RedBoard Hookup Guide - learn.sparkfun.com";370;247;"00:00:42";"0.00%";"33.24%"
"/pro-micro--fio-v3-hookup-guide/";"Discuss Tutorial: Pro Micro & Fio V3 Hookup Guide - learn.sparkfun.com";370;247;"00:02:37";"0.00%";"33.24%"
"/pull-up-resistors/";"Discuss Tutorial: Pull-up Resistors - learn.sparkfun.com";370;370;"00:00:04";"100.00%";"66.76%"
"/si4707-hookup-guide/";"Si4707 Hookup Guide - learn.sparkfun.com";370;123;"00:07:14";"0.00%";"33.24%"
"/simon-tilts-assembly-guide/";"Simon Tilts Assembly Guide - learn.sparkfun.com";370;370;"00:00:00";"100.00%";"100.00%"
"/single-board-computer-benchmarks/";"Single Board Computer Benchmarks - learn.sparkfun.com";370;247;"00:01:31";"0.00%";"0.00%"
"/sparkfun-blocks-for-intel-edison---battery-block/";"SparkFun Blocks for Intel® Edison - Battery Block - learn.sparkfun.com";370;247;"00:00:47";"49.80%";"66.76%"
"/sparkfun-blocks-for-intel-edison---gpio-block/";"SparkFun Blocks for Intel® Edison - GPIO Block - learn.sparkfun.com";370;370;"00:00:00";"100.00%";"100.00%"
"/sparkpunk-hookup-guide/";"SparkPunk Hookup Guide - learn.sparkfun.com";370;370;"00:05:40";"66.76%";"66.76%"
"/tags/";"Biometrics | Tutorials - learn.sparkfun.com";370;370;"00:00:10";"100.00%";"33.24%"
"/tags/";"BLE | Tutorials - learn.sparkfun.com";370;370;"00:00:10";"0.00%";"0.00%"
"/tags/";"E-Craft | Tutorials - learn.sparkfun.com";370;370;"00:00:17";"0.00%";"0.00%"
"/tags/";"Hackers in Residence | Tutorials - learn.sparkfun.com";370;370;"00:00:14";"0.00%";"33.24%"
"/tags/";"Processing | Tutorials - learn.sparkfun.com";370;370;"00:00:20";"0.00%";"0.00%"
"/tags/";"Security | Tutorials - learn.sparkfun.com";370;370;"00:00:24";"0.00%";"0.00%"
"/using-opensegment/";"Using OpenSegment - learn.sparkfun.com";370;370;"00:00:00";"100.00%";"100.00%"
"/using-the-serial-7-segment-display/";"Discuss Tutorial: Using the Serial 7-Segment Display - learn.sparkfun.com";370;247;"00:00:15";"0.00%";"0.00%"
"/voltage-dividers/";"Discuss Tutorial: Voltage Dividers - learn.sparkfun.com";370;247;"00:00:02";"100.00%";"33.24%"
"/wake-on-shake-hookup-guide/";"Wake-on-Shake Hookup Guide - learn.sparkfun.com";370;370;"00:01:12";"100.00%";"33.24%"
"/what-is-electricity/";"Discuss Tutorial: What is Electricity? - learn.sparkfun.com";370;370;"00:00:49";"0.00%";"0.00%"
"/zx-distance-and-gesture-sensor-hookup-guide/";"ZX Distance and Gesture Sensor Hookup Guide - learn.sparkfun.com";370;370;"00:04:28";"100.00%";"66.76%"
"/assembly-guide-for-redbot-with-shadow-chassis/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";247;247;"00:01:03";"0.00%";"0.00%"
"/capacitors/";"Discuss Tutorial: Capacitors - learn.sparkfun.com";247;247;"00:00:14";"100.00%";"49.80%"
"/copernicus-ii-hookup-guide/";"Copernicus II Hookup Guide - learn.sparkfun.com";247;247;"00:00:05";"0.00%";"0.00%"
"/digitalsandbox-picoboard/";"DigitalSandbox PicoBoard - learn.sparkfun.com";247;247;"00:00:16";"0.00%";"49.80%"
"/exploring-xbees-and-xctu/";"Discuss Tutorial: Exploring XBees and XCTU - learn.sparkfun.com";247;247;"00:08:29";"100.00%";"49.80%"
"/galileo-getting-started-guide/";"Discuss Tutorial: Galileo Getting Started Guide - learn.sparkfun.com";247;247;"00:00:09";"100.00%";"49.80%"
"/getting-started-with-load-cells/";"Getting Started with Load Cells - learn.sparkfun.com";247;247;"00:00:00";"100.00%";"100.00%"
"/getting-started-with-minimoto/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";247;247;"00:00:17";"49.80%";"49.80%"
"/getting-started-with-obd-ii/";"Getting Started with OBD-II - learn.sparkfun.com";247;247;"00:00:00";"100.00%";"100.00%"
"/getting-started-with-the-tsl2561-luminosity-sensor/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";247;123;"00:00:13";"0.00%";"0.00%"
"/hackers-in-residence---sound-and-motion-reactivity-for-wearables/";"Hackers in Residence - Sound and Motion Reactivity for Wearables - learn.sparkfun.com";247;247;"00:00:16";"49.80%";"49.80%"
"/hackers-in-residence---the-tethered-quad/";"Hackers In Residence - The Tethered Quad - learn.sparkfun.com";247;247;"00:00:00";"100.00%";"100.00%"
"/hacking-your-maker-faire-badge/";"Hacking Your Maker Faire Badge - learn.sparkfun.com";247;247;"00:02:39";"100.00%";"49.80%"
"/how-lithium-polymer-batteries-are-made/";"How Lithium Polymer Batteries are Made - learn.sparkfun.com";247;247;"00:01:35";"100.00%";"49.80%"
"/how-to-install-ftdi-drivers/";"Discuss Tutorial: How to Install FTDI Drivers - learn.sparkfun.com";247;247;"00:00:13";"0.00%";"0.00%"
"/how-to-install-ftdi-drivers/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";247;247;"00:00:11";"0.00%";"0.00%"
"/how-to-sell-your-widget-on-sparkfun/";"Discuss Tutorial: How to Sell Your Widget on SparkFun - learn.sparkfun.com";247;247;"00:00:00";"100.00%";"100.00%"
"/insulation-techniques-for-e-textiles/";"Insulation Techniques for e-Textiles - learn.sparkfun.com";247;247;"00:00:00";"100.00%";"100.00%"
"/isl29125-rgb-light-sensor-hookup-guide/";"ISL29125 RGB Light Sensor Hookup Guide - learn.sparkfun.com";247;247;"00:11:26";"0.00%";"0.00%"
"/lsm6ds3-breakout-hookup-guide/";"Discuss Tutorial: LSM6DS3 Breakout Hookup Guide - learn.sparkfun.com";247;247;"00:00:22";"0.00%";"49.80%"
"/ltc4150-coulomb-counter-hookup-guide/";"LTC4150 Coulomb Counter Hookup Guide - learn.sparkfun.com";247;247;"00:07:17";"0.00%";"0.00%"
"/makey-makey-advanced-guide/";"Discuss Tutorial: MaKey MaKey Advanced Guide - learn.sparkfun.com";247;247;"00:00:00";"100.00%";"100.00%"
"/makey-makey-quickstart-guide/";"Discuss Tutorial: MaKey MaKey Quickstart Guide - learn.sparkfun.com";247;247;"00:00:00";"0.00%";"100.00%"
"/mbed-starter-kit-experiment-guide/";"Discuss Tutorial: mbed Starter Kit Experiment Guide - learn.sparkfun.com";247;247;"00:00:11";"0.00%";"0.00%"
"/minigen-hookup-guide/";"MiniGen Hookup Guide - learn.sparkfun.com";247;247;"00:02:58";"49.80%";"49.80%"
"/mma8452q-accelerometer-breakout-hookup-guide/";"Discuss Tutorial: MMA8452Q Accelerometer Breakout Hookup Guide - learn.sparkfun.com";247;247;"00:00:55";"0.00%";"0.00%"
"/mp3-player-shield-hookup/";"Discuss Tutorial: MP3 Player Shield Hookup - learn.sparkfun.com";247;123;"00:00:32";"0.00%";"0.00%"
"/polarity/";"Discuss Tutorial: Polarity - learn.sparkfun.com";247;247;"00:00:35";"0.00%";"0.00%"
"/pro-micro--fio-v3-hookup-guide/";"Discuss Tutorial: Pro Micro & Fio v3 Hookup Guide - learn.sparkfun.com";247;247;"00:00:55";"0.00%";"49.80%"
"/pushing-data-to-datasparkfuncom/";"Discuss Tutorial: Pushing Data to Data.SparkFun.com - learn.sparkfun.com";247;247;"00:00:17";"0.00%";"49.80%"
"/pushing-data-to-datasparkfuncom/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";247;247;"00:00:00";"0.00%";"100.00%"
"/raspberry-pi-2-starter-kit-hookup-guide/";"Raspberry Pi 2 Starter Kit Hookup Guide - learn.sparkfun.com";247;247;"00:00:06";"100.00%";"49.80%"
"/raspberry-pi-spi-and-i2c-tutorial/";"Raspberry Pi SPI and I2C Tutorial - learn.sparkfun.com";247;247;"00:02:43";"49.80%";"49.80%"
"/sd-cards-and-writing-images/";"SD Cards and Writing Images - learn.sparkfun.com";247;247;"00:00:00";"100.00%";"100.00%"
"/sik-experiment-guide-for-arduino—-v32/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";247;123;"00:00:20";"0.00%";"49.80%"
"/sik/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";247;247;"00:00:48";"0.00%";"0.00%"
"/sparkpunk-sequencer-hookup-guide/";"SparkPunk Sequencer Hookup Guide - learn.sparkfun.com";247;247;"00:00:00";"100.00%";"100.00%"
"/sx1509-io-expander-breakout-hookup-guide/";"Discuss Tutorial: SX1509 I/O Expander Breakout Hookup Guide - learn.sparkfun.com";247;123;"00:05:41";"0.00%";"0.00%"
"/t5403-barometric-pressure-sensor-hookup-guide/";"T5403 Barometric Pressure Sensor Hookup Guide - learn.sparkfun.com";247;247;"00:00:00";"100.00%";"100.00%"
"/tags/";"Actobotics | Tutorials - learn.sparkfun.com";247;247;"00:00:17";"0.00%";"0.00%"
"/tags/";"Bluetooth Low Energy | Tutorials - learn.sparkfun.com";247;247;"00:00:04";"0.00%";"49.80%"
"/tags/";"Christmas | Tutorials - learn.sparkfun.com";247;247;"00:00:19";"0.00%";"0.00%"
"/tags/";"FPGA | Tutorials - learn.sparkfun.com";247;247;"00:00:18";"0.00%";"0.00%"
"/tags/";"MaKey MaKey | Tutorials - learn.sparkfun.com";247;123;"00:11:48";"0.00%";"49.80%"
"/tags/";"phant | Tutorials - learn.sparkfun.com";247;247;"00:00:56";"0.00%";"0.00%"
"/tags/";"Power | Tutorials - learn.sparkfun.com";247;247;"00:00:33";"0.00%";"0.00%"
"/tags/";"Prototyping | Tutorials - learn.sparkfun.com";247;247;"00:00:12";"0.00%";"0.00%"
"/tags/";"Weather | Tutorials - learn.sparkfun.com";247;247;"00:00:17";"0.00%";"0.00%"
"/terminal-basics/";"Discuss Tutorial: Serial Terminal Basics - learn.sparkfun.com";247;247;"00:00:18";"0.00%";"0.00%"
"/tiny-avr-programmer-hookup-guide/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";247;123;"00:00:08";"0.00%";"0.00%"
"/transistors/";"Discuss Tutorial: Transistors - learn.sparkfun.com";247;247;"00:00:21";"0.00%";"0.00%"
"/usb-type-a-female-breakout-hookup-guide/";"USB Type A Female Breakout Hookup Guide - learn.sparkfun.com";247;247;"00:00:04";"100.00%";"49.80%"
"/using-­‐the-­‐bluesmirf/";"ERROR - 404 - NOT FOUND - learn.sparkfun.com";247;123;"00:00:16";"0.00%";"49.80%"
"/using-the-bluesmirf/";"Discuss Tutorial: Using the BlueSMiRF - learn.sparkfun.com";247;247;"00:05:45";"0.00%";"0.00%"
"/what-is-a-circuit/";"Discuss Tutorial: What is a Circuit? - learn.sparkfun.com";247;247;"00:00:44";"0.00%";"0.00%"
"/21st-century-fashion-kit-inflation/";"Discuss Tutorial: 21st Century Fashion Kit: Inflation - learn.sparkfun.com";123;123;"00:00:11";"0.00%";"0.00%"
"/actobotics-basic-differential-platform/";"Actobotics Basic Differential Platform - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/adding-a-timed-button-to-a-project/";"Discuss Tutorial: Adding a Timed Button to a Project - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/alternative-arduino-interfaces/";"Discuss Tutorial: Alternative Arduino Interfaces - learn.sparkfun.com";123;123;"00:00:00";"0.00%";"100.00%"
"/analog-to-digital-conversion/";"Discuss Tutorial: Analog to Digital Conversion - learn.sparkfun.com";123;123;"00:01:24";"0.00%";"0.00%"
"/ardumoto-shield-kit-hookup-guide/";"Ardumoto Shield Kit Hookup Guide - learn.sparkfun.com";123;123;"00:00:00";"100.00%";"100.00%"
"/assembly-guide-for-redbot-with-shadow-chassis/";"Discuss Tutorial: Assembly Guide for RedBot with Shadow Chassis - learn.sparkfun.com";123;123;"00:00:09";"0.00%";"0.00%"
